id,genres
593,crime drama
594,crime thriller
595,drama
596,action adventure
597,drama
598,drama thriller
599,comedy
600,drama thriller
601,drama
602,thriller
603,comedy thriller
604,biography crime mystery
605,mystery
606,drama
607,drama
608,thriller
609,drama mystery
610,drama
611,drama
612,crime thriller
613,adventure history
614,comedy drama
615,drama
616,thriller
617,comedy
618,adventure thriller
619,action comedy drama
620,drama
621,comedy drama
622,crime sci-fi
623,thriller
624,crime
625,comedy drama romance
626,crime thriller
627,drama
628,drama
629,comedy thriller
630,drama thriller
631,drama
632,comedy drama
633,thriller
634,drama
635,comedy drama
636,drama thriller
637,drama
638,action drama
639,drama
640,crime romance thriller
641,drama
642,drama
643,action adventure
644,thriller
645,drama thriller
646,drama
647,comedy drama romance
648,crime
649,drama
650,drama
651,drama
652,drama
653,drama romance
654,drama
655,comedy drama romance
656,drama
657,drama
658,crime
659,crime drama
660,thriller
661,drama thriller
662,crime drama thriller
663,drama
664,drama
665,thriller
666,drama
667,drama
668,thriller
669,drama
670,horror mystery thriller
671,action thriller
672,thriller
673,thriller
674,comedy drama
675,comedy drama
676,comedy drama
677,thriller
678,action
679,thriller
680,comedy drama romance
681,thriller
682,drama
683,sci-fi
684,drama
685,comedy drama
686,action
687,thriller
688,drama
689,action sci-fi thriller
690,romance sci-fi
691,drama
692,horror
693,drama
694,drama
695,action adventure drama
696,comedy romance
697,drama
698,drama
699,drama
700,sci-fi
701,drama
702,drama
703,crime drama thriller
704,action crime thriller
705,drama
706,drama
707,comedy thriller
708,comedy
709,drama
710,action
711,drama
712,crime drama
713,drama horror thriller
714,mystery thriller
715,drama
716,crime
717,drama
718,comedy
719,comedy drama
720,sci-fi thriller
721,action sci-fi
722,drama
723,thriller
724,thriller
725,drama romance
726,drama
727,biography
728,drama
729,drama
730,drama
731,romance thriller
732,comedy
733,drama
734,thriller
735,thriller
736,crime thriller
737,comedy romance
738,drama
739,action drama thriller
740,drama thriller
741,drama
742,drama
743,drama
744,mystery thriller
745,drama
746,drama
747,adventure comedy
748,drama
749,drama
750,drama
751,drama
752,drama
753,drama
754,drama thriller
755,drama
756,drama
757,drama
758,drama romance thriller
759,drama
760,drama
761,action sci-fi
762,drama
763,drama thriller
764,drama
765,drama
766,drama
767,adventure
768,thriller
769,drama mystery
770,drama
771,drama thriller
772,drama romance thriller
773,biography mystery thriller
774,drama
775,drama romance
776,comedy crime
777,drama
778,drama
779,comedy drama
780,comedy drama
781,drama
782,thriller
783,action drama thriller
784,drama music
785,comedy thriller
786,drama
787,drama
788,drama
789,drama thriller war
790,crime drama thriller
791,drama
792,comedy
793,drama
794,adventure sci-fi
795,thriller
796,drama fantasy thriller
797,comedy
798,drama thriller
799,mystery thriller
800,biography drama thriller
801,comedy drama
802,action
803,thriller
804,drama
805,drama thriller
806,drama
807,comedy
808,family
809,comedy
810,drama
811,crime drama
812,drama
813,drama
814,drama
815,thriller
816,drama romance
817,drama
818,drama
819,comedy drama
820,comedy
821,action
822,thriller
823,drama
824,sci-fi
825,action
826,action sci-fi
827,drama
828,drama
829,action drama
830,comedy
831,action comedy
832,biography drama
833,drama
834,romance
835,comedy crime
836,drama
837,action drama
838,drama
839,drama
840,drama
841,drama
842,drama
843,comedy drama mystery
844,comedy drama
845,action thriller
846,drama
847,comedy drama
848,adventure romance
849,thriller
850,drama
851,history mystery thriller
852,thriller
853,thriller
854,sci-fi
855,thriller
856,mystery
857,drama sci-fi war
858,thriller
859,drama
860,drama thriller
861,drama horror romance thriller
862,crime drama
863,comedy
864,romance
865,drama sci-fi
866,crime drama
867,comedy drama
868,drama
869,action
870,drama
871,romance
872,drama thriller
873,action thriller
874,drama
875,thriller
876,romance
877,thriller
878,drama
879,romance
880,comedy drama
881,drama
882,action thriller
883,drama
884,drama thriller
885,comedy
886,drama thriller
887,drama
888,romance thriller
889,drama
890,action drama romance
891,adventure sci-fi
892,drama sci-fi
893,adventure drama mystery romance
894,drama
895,animation drama
896,drama
897,sci-fi
898,drama
899,drama
900,drama
901,drama
902,drama thriller
903,action thriller
904,drama
905,drama thriller
906,thriller
907,comedy
908,drama
909,drama thriller
910,drama
911,comedy
912,crime thriller
913,crime drama thriller
914,action thriller
915,drama music thriller
916,comedy romance
917,drama mystery thriller
918,thriller
919,drama
920,action thriller
921,drama
922,drama
923,drama
924,thriller
925,action
926,drama horror
927,drama
928,drama
929,drama
930,drama
931,crime
932,sci-fi
933,drama
934,drama thriller
935,thriller
936,drama romance
937,drama thriller
938,thriller
939,thriller war
940,thriller
941,drama
942,drama
943,drama
944,thriller
945,thriller
946,drama thriller
947,crime drama
948,drama
949,drama
950,drama
951,drama
952,adventure thriller
953,drama sci-fi thriller
954,drama
955,drama
956,thriller
957,drama
958,drama
959,drama
960,drama thriller
961,drama horror
962,comedy
963,drama
964,drama sci-fi
965,action
966,drama
967,comedy
968,romance
969,action crime thriller
970,drama
971,drama
972,drama
973,drama
974,comedy romance
975,drama
976,drama
977,drama horror thriller
978,thriller
979,crime drama thriller
980,drama
981,thriller
982,drama
983,comedy
984,drama war
985,crime
986,thriller
987,drama thriller
988,comedy
989,comedy fantasy romance
990,sci-fi
991,comedy
992,drama
993,thriller
994,drama
995,drama romance
996,comedy drama sci-fi
997,drama romance
998,drama
999,action drama
1000,crime drama
1001,crime
1002,comedy
1003,drama mystery
1004,drama
1005,crime thriller
1006,drama
1007,drama
1008,drama thriller
1009,comedy drama sci-fi
1010,comedy drama
1011,drama
1012,drama thriller
1013,drama
1014,drama
1015,drama
1016,crime thriller
1017,drama sci-fi
1018,action sci-fi
1019,drama thriller
1020,crime drama
1021,drama thriller
1022,mystery thriller
1023,comedy crime drama
1024,horror romance
1025,drama
1026,drama
1027,drama
1028,drama
1029,drama
1030,comedy
1031,drama
1032,drama
1033,crime drama
1034,drama
1035,drama thriller
1036,drama
1037,action drama
1038,drama
1039,thriller
1040,drama thriller
1041,thriller
1042,drama
1043,drama
1044,comedy thriller
1045,comedy drama romance
1046,action crime thriller
1047,comedy drama history
1048,drama thriller
1049,comedy drama
1050,comedy thriller
1051,drama
1052,thriller
1053,drama thriller
1054,action sci-fi
1055,action
1056,comedy drama
1057,sci-fi thriller
1058,thriller
1059,drama
1060,drama romance
1061,comedy
1062,drama
1063,comedy crime thriller
1064,comedy drama
1065,drama
1066,comedy drama romance
1067,comedy drama romance
1068,drama
1069,action thriller
1070,drama
1071,drama
1072,drama thriller
1073,drama
1074,thriller
1075,drama thriller
1076,crime thriller
1077,comedy drama romance
1078,drama
1079,action
1080,comedy
1081,thriller
1082,comedy drama
1083,thriller
1084,comedy drama
1085,drama war
1086,action crime
1087,comedy
1088,drama
1089,thriller
1090,drama
1091,thriller
1092,thriller
1093,horror thriller
1094,drama
1095,drama
1096,comedy drama
1097,drama thriller
1098,comedy thriller
1099,drama
1100,action adventure
1101,action mystery romance
1102,thriller
1103,drama
1104,thriller
1105,drama
1106,crime drama thriller
1107,thriller
1108,drama
1109,drama thriller
1110,action comedy thriller
1111,action crime thriller
1112,drama
1113,action
1114,thriller
1115,action thriller
1116,action
1117,comedy drama
1118,drama
1119,crime drama thriller
1120,thriller
1121,drama thriller
1122,thriller
1123,drama
1124,crime mystery thriller
1125,thriller
1126,thriller
1127,drama thriller
1128,crime horror
1129,comedy
1130,thriller
1131,drama
1132,crime drama
1133,drama
1134,drama
1135,drama
1136,thriller
1137,drama romance
1138,drama thriller
1139,action thriller
1140,action adventure
1141,thriller
1142,drama
1143,drama
1144,drama
1145,comedy drama
1146,thriller
1147,crime thriller
1148,thriller
1149,drama
1150,comedy thriller
1151,drama
1152,drama romance
1153,drama
1154,crime thriller
1155,romance
1156,war
1157,drama
1158,drama
1159,romance thriller
1160,drama
1161,drama
1162,drama
1163,drama
1164,drama
1165,drama
1166,drama
1167,crime drama
1168,mystery thriller
1169,crime drama thriller
1170,drama romance
1171,drama
1172,thriller
1173,mystery thriller
1174,comedy
1175,action drama romance
1176,adventure drama
1177,drama thriller
1178,drama
1179,drama thriller
1180,comedy
1181,action family
1182,horror
1183,drama
1184,drama romance
1185,action
1186,drama
1187,drama
1188,drama
1189,comedy drama
1190,drama
1191,thriller
1192,drama thriller
1193,drama
1194,crime thriller
1195,thriller
1196,drama
1197,comedy drama
1198,drama
1199,drama
1200,comedy sci-fi
1201,horror
1202,crime drama
1203,action thriller
1204,romance thriller
1205,drama
1206,drama thriller
1207,drama thriller
1208,drama
1209,drama
1210,drama
1211,drama
1212,drama
1213,thriller
1214,drama
1215,drama
1216,adventure crime thriller
1217,thriller
1218,comedy drama
1219,drama
1220,drama
1221,comedy romance
1222,drama
1223,drama
1224,drama
1225,drama
1226,drama
1227,drama
1228,comedy
1229,drama
1230,romance
1231,thriller
1232,drama
1233,drama thriller
1234,romance
1235,drama sci-fi thriller
1236,drama
1237,action
1238,comedy drama
1239,mystery thriller
1240,thriller
1241,western
1242,comedy drama
1243,drama
1244,thriller
1245,thriller
1246,crime drama
1247,adventure crime
1248,drama thriller
1249,action comedy musical
1250,drama
1251,drama
1252,drama
1253,adventure drama history
1254,comedy
1255,drama
1256,drama romance thriller
1257,crime thriller
1258,drama
1259,thriller
1260,drama
1261,drama romance
1262,drama
1263,thriller
1264,drama romance
1265,action
1266,drama
1267,drama
1268,drama
1269,thriller
1270,drama thriller
1271,crime thriller
1272,crime
1273,drama
1274,comedy drama sci-fi
1275,action crime
1276,comedy
1277,comedy drama
1278,comedy
1279,comedy fantasy
1280,comedy
1281,drama
1282,thriller
1283,crime thriller
1284,crime drama
1285,thriller
1286,drama romance
1287,drama
1288,drama
1289,drama
1290,drama
1291,thriller
1292,thriller
1293,action thriller
1294,drama thriller
1295,drama
1296,drama
1297,drama
1298,adventure comedy
1299,drama
1300,thriller
1301,comedy
1302,drama
1303,drama
1304,drama
1305,drama
1306,thriller
1307,drama
1308,drama sport thriller
1309,comedy drama
1310,thriller
1311,adventure crime drama
1312,drama
1313,comedy
1314,drama thriller
1315,drama thriller
1316,comedy thriller
1317,biography
1318,mystery
1319,drama
1320,drama
1321,drama thriller
1322,crime drama
1323,drama
1324,crime
1325,romance
1326,drama
1327,drama
1328,crime thriller
1329,drama
1330,drama
1331,thriller
1332,drama
1333,drama
1334,comedy drama thriller
1335,drama
1336,comedy
1337,drama
1338,romance
1339,drama
1340,drama
1341,drama
1342,drama
1343,drama
1344,drama
1345,romance thriller
1346,drama
1347,thriller
1348,drama
1349,drama
1350,drama
1351,comedy
1352,thriller
1353,thriller
1354,drama thriller
1355,drama
1356,drama
1357,drama
1358,adventure horror sci-fi thriller
1359,action
1360,crime
1361,comedy
1362,romance
1363,drama thriller
1364,drama thriller
1365,drama
1366,action adventure
1367,crime drama
1368,thriller
1369,biography
1370,drama thriller
1371,drama
1372,drama
1373,drama
1374,action
1375,drama thriller
1376,thriller
1377,thriller
1378,thriller
1379,drama
1380,romance
1381,drama
1382,adventure
1383,comedy thriller
1384,crime drama
1385,drama
1386,drama
1387,drama
1388,crime drama sport
1389,drama history
1390,biography drama
1391,thriller
1392,drama
1393,comedy
1394,action music sci-fi thriller
1395,action crime drama
1396,crime drama
1397,drama thriller
1398,drama
1399,drama
1400,thriller
1401,biography comedy crime
1402,drama thriller
1403,comedy drama romance
1404,romance
1405,romance thriller
1406,comedy drama
1407,drama
1408,drama
1409,drama
1410,thriller
1411,drama
1412,action comedy thriller
1413,action
1414,action crime drama thriller
1415,adventure drama
1416,comedy
1417,biography drama romance
1418,drama
1419,drama
1420,drama
1421,drama
1422,thriller
1423,animation romance thriller
1424,drama
1425,thriller
1426,crime thriller
1427,crime thriller
1428,drama
1429,drama
1430,thriller
1431,action
1432,drama
1433,drama
1434,drama
1435,drama
1436,drama
1437,drama
1438,drama
1439,comedy
1440,drama
1441,comedy thriller
1442,drama
1443,drama
1444,thriller
1445,thriller
1446,action thriller
1447,drama
1448,drama
1449,drama
1450,drama romance
1451,drama
1452,action
1453,crime thriller
1454,drama
1455,music
1456,sci-fi thriller
1457,crime drama
1458,drama romance
1459,comedy crime drama
1460,drama thriller
1461,drama
1462,history
1463,comedy drama sci-fi
1464,thriller
1465,drama thriller
1466,drama
1467,drama
1468,comedy drama
1469,thriller
1470,drama
1471,comedy drama romance
1472,drama thriller
1473,drama mystery
1474,thriller
1475,action drama
1476,animation comedy family romance thriller
1477,crime drama thriller
1478,drama
1479,drama
1480,drama romance thriller
1481,drama romance
1482,thriller
1483,comedy
1484,drama
1485,action
1486,drama
1487,biography drama sci-fi
1488,comedy drama
1489,drama
1490,romance
1491,action drama
1492,comedy
1493,drama
1494,drama
1495,drama
1496,action comedy thriller
1497,thriller
1498,drama
1499,action adventure comedy
1500,drama
1501,thriller
1502,drama romance thriller
1503,drama
1504,drama
1505,thriller
1506,thriller
1507,drama
1508,comedy
1509,drama
1510,romance
1511,thriller
1512,comedy drama
1513,drama mystery
1514,drama
1515,action sci-fi thriller
1516,drama
1517,thriller
1518,thriller
1519,comedy
1520,action drama
1521,drama
1522,drama
1523,drama
1524,thriller
1525,drama
1526,crime romance thriller
1527,thriller
1528,fantasy
1529,drama
1530,comedy crime
1531,thriller
1532,drama war
1533,drama romance
1534,drama
1535,action thriller
1536,comedy drama
1537,comedy romance
1538,comedy drama
1539,thriller
1540,comedy drama
1541,drama thriller
1542,fantasy
1543,drama
1544,drama
1545,drama
1546,comedy romance
1547,drama
1548,drama
1549,drama
1550,comedy romance
1551,drama romance thriller
1552,drama
1553,drama
1554,comedy thriller
1555,sci-fi
1556,drama romance
1557,thriller
1558,western
1559,drama
1560,drama thriller
1561,thriller
1562,action thriller
1563,drama
1564,drama
1565,adventure romance
1566,mystery
1567,crime
1568,comedy drama mystery
1569,crime drama
1570,crime thriller
1571,drama romance
1572,action drama fantasy
1573,comedy sci-fi
1574,comedy drama
1575,mystery thriller
1576,comedy
1577,drama
1578,drama romance
1579,drama history
1580,comedy drama
1581,fantasy
1582,drama
1583,action drama
1584,drama
1585,drama
1586,drama
1587,drama thriller
1588,drama thriller
1589,comedy drama
1590,drama
1591,thriller
1592,sci-fi
1593,drama
1594,drama
1595,sci-fi thriller
1596,thriller
1597,thriller
1598,comedy drama romance
1599,drama
1600,drama
1601,adventure comedy drama mystery
1602,mystery thriller
1603,drama
1604,drama
1605,drama
1606,comedy
1607,thriller
1608,drama thriller
1609,biography drama
1610,drama
1611,thriller
1612,mystery thriller
1613,crime drama thriller
1614,drama thriller
1615,drama thriller
1616,drama mystery
1617,action
1618,crime drama
1619,drama
1620,action drama thriller
1621,drama
1622,biography drama
1623,comedy
1624,drama thriller
1625,mystery thriller
1626,drama
1627,drama sci-fi
1628,drama
1629,drama sci-fi
1630,comedy drama thriller
1631,drama
1632,comedy drama
1633,action drama
1634,action fantasy
1635,drama thriller
1636,drama thriller
1637,action drama thriller
1638,action music
1639,drama
1640,comedy drama
1641,drama
1642,family thriller
1643,comedy thriller
1644,comedy romance
1645,crime thriller
1646,crime music thriller
1647,action
1648,crime drama
1649,drama
1650,drama
1651,drama thriller
1652,drama sci-fi
1653,crime thriller
1654,drama
1655,comedy
1656,horror thriller
1657,action drama thriller
1658,comedy
1659,action
1660,sci-fi thriller
1661,drama
1662,comedy drama
1663,drama
1664,comedy
1665,drama thriller
1666,drama horror
1667,comedy drama romance
1668,drama
1669,drama
1670,romance
1671,thriller
1672,drama romance thriller
1673,drama
1674,drama
1675,drama
1676,drama
1677,action sci-fi thriller
1678,drama
1679,drama
1680,drama
1681,action
1682,crime drama
1683,thriller
1684,crime drama thriller
1685,drama
1686,thriller
1687,comedy thriller
1688,drama thriller
1689,drama
1690,drama
1691,drama
1692,action crime
1693,comedy
1694,drama
1695,thriller
1696,drama
1697,comedy
1698,drama
1699,comedy
1700,drama romance
1701,drama
1702,action drama
1703,drama
1704,drama romance
1705,comedy drama
1706,drama
1707,drama
1708,drama
1709,drama
1710,drama thriller
1711,drama
1712,history
1713,comedy romance thriller
1714,drama
1715,drama
1716,drama
1717,drama
1718,drama
1719,drama
1720,crime thriller
1721,drama
1722,comedy
1723,crime thriller
1724,drama sport
1725,drama
1726,comedy drama
1727,drama
1728,thriller
1729,thriller
1730,drama
1731,drama thriller
1732,drama horror
1733,drama mystery thriller
1734,comedy
1735,mystery thriller
1736,drama
1737,drama thriller
1738,drama romance
1739,drama
1740,thriller
1741,drama
1742,comedy
1743,drama
1744,biography drama
1745,drama
1746,romance
1747,crime
1748,action sci-fi sport
1749,drama thriller
1750,drama
1751,drama
1752,drama thriller
1753,comedy drama
1754,action thriller
1755,thriller
1756,drama
1757,drama
1758,drama
1759,thriller
1760,comedy drama
1761,drama
1762,drama
1763,comedy drama romance
1764,action drama
1765,action drama thriller
1766,comedy drama
1767,thriller
1768,drama
1769,drama family
1770,comedy
1771,crime mystery thriller
1772,adventure drama fantasy
1773,drama
1774,thriller
1775,crime thriller
1776,action
1777,drama romance
1778,action adventure
1779,drama
1780,action war
1781,crime drama thriller
1782,comedy drama
1783,crime thriller
1784,fantasy
1785,drama mystery
1786,action music romance
1787,drama
1788,drama
1789,drama
1790,drama
1791,action
1792,drama
1793,drama
1794,drama
1795,drama romance
1796,drama
1797,comedy drama
1798,crime drama
1799,comedy drama
1800,drama
1801,thriller
1802,crime thriller
1803,comedy
1804,comedy
1805,comedy
1806,drama
1807,comedy drama
1808,drama thriller
1809,action
1810,drama
1811,comedy
1812,drama
1813,drama
1814,drama
1815,drama
1816,drama
1817,horror romance
1818,action drama
1819,drama
1820,crime thriller
1821,drama
1822,drama
1823,drama romance
1824,drama war
1825,drama
1826,drama
1827,war
1828,romance
1829,drama
1830,drama
1831,action comedy music
1832,family romance
1833,drama thriller
1834,drama
1835,comedy drama romance
1836,drama
1837,drama
1838,drama
1839,crime drama thriller
1840,comedy mystery
1841,comedy crime thriller
1842,drama
1843,drama thriller
1844,comedy thriller
1845,drama
1846,drama romance
1847,comedy drama
1848,romance
1849,crime sci-fi thriller
1850,drama
1851,drama war
1852,crime thriller
1853,drama
1854,drama thriller
1855,drama
1856,drama
1857,drama
1858,drama
1859,drama
1860,comedy
1861,comedy drama
1862,drama
1863,biography drama
1864,thriller
1865,drama thriller
1866,drama mystery thriller
1867,drama music
1868,drama
1869,drama
1870,drama
1871,romance sci-fi
1872,drama
1873,mystery
1874,thriller
1875,drama
1876,drama
1877,animation comedy drama romance
1878,drama
1879,drama thriller
1880,sci-fi thriller
1881,thriller
1882,drama
1883,thriller
1884,thriller
1885,crime
1886,thriller
1887,thriller
1888,comedy
1889,drama
1890,drama
1891,thriller
1892,drama thriller
1893,drama
1894,action crime
1895,comedy drama
1896,comedy crime
1897,drama
1898,action drama
1899,action thriller
1900,action sci-fi thriller
1901,drama
1902,drama thriller
1903,drama
1904,crime thriller
1905,comedy thriller
1906,action biography drama thriller
1907,drama
1908,drama history thriller
1909,drama
1910,comedy crime thriller
1911,drama thriller
1912,thriller
1913,drama
1914,drama
1915,sci-fi
1916,drama romance
1917,thriller
1918,drama thriller
1919,comedy romance
1920,drama
1921,thriller
1922,drama
1923,drama
1924,drama
1925,comedy thriller
1926,thriller
1927,comedy
1928,thriller
1929,drama
1930,drama romance
1931,drama
1932,drama
1933,fantasy thriller
1934,crime
1935,thriller
1936,crime thriller
1937,drama
1938,comedy
1939,drama
1940,drama
1941,comedy
1942,comedy thriller
1943,drama thriller
1944,drama
1945,action sci-fi thriller
1946,adventure
1947,drama thriller
1948,comedy drama
1949,drama romance
1950,comedy drama mystery
1951,drama
1952,comedy
1953,drama romance
1954,drama
1955,thriller
1956,drama
1957,drama
1958,drama
1959,action thriller
1960,comedy horror
1961,comedy drama
1962,drama
1963,drama
1964,comedy drama
1965,action
1966,drama romance
1967,thriller
1968,drama
1969,drama
1970,action
1971,drama western
1972,crime
1973,drama romance
1974,drama
1975,drama
1976,comedy drama
1977,action sci-fi
1978,crime thriller
1979,comedy drama musical
1980,drama
1981,thriller
1982,drama
1983,crime drama
1984,drama
1985,drama war
1986,drama
1987,action
1988,drama
1989,action
1990,drama
1991,drama
1992,drama
1993,drama
1994,drama thriller
1995,comedy drama
1996,drama
1997,crime thriller
1998,action thriller
1999,action thriller
2000,drama thriller
2001,thriller
2002,drama romance
2003,romance
2004,mystery thriller
